# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1666793406.0178275,0,1.748062014579773,1011.3781127929688,0,0
1,1666793418.5948296,3200,1.748062014579773,1011.3781127929688,-1.5225564241409302,984.5764770507812
